along_m,lateral_m,expected_area_m2,no_signal
68.0,-290.0,123.31134,0.0
71.5,-290.0,121.97983,0.0
75.0,-290.0,120.67418,0.0
78.5,-290.0,119.39444,0.0
82.0,-290.0,118.14066,0.0
85.5,-290.0,116.91276,0.0
89.0,-290.0,115.710846,0.0
92.5,-290.0,114.53479,0.0
96.0,-290.0,113.38468,0.0
99.5,-290.0,112.26052,0.0
103.0,-290.0,111.16227,0.0
106.5,-290.0,110.08984,0.0
110.0,-290.0,109.0433,0.0
113.5,-290.0,108.02267,0.0
117.0,-290.0,107.02789,0.0
120.5,-290.0,106.05899,0.0
124.0,-290.0,105.115974,0.0
127.5,-290.0,104.19882,0.0
131.0,-290.0,103.307495,0.0
134.5,-290.0,102.44204,0.0
138.0,-290.0,101.602455,0.0
141.5,-290.0,100.7887,0.0
145.0,-290.0,100.00082,0.0
148.5,-290.0,99.23874,0.0
152.0,-290.0,98.50255,0.0
